service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
106463196319,0,0,0,0,0,0,1,20261115,20261115
106462706319,0,0,0,0,0,0,1,20260927,20261115
106462706291,0,0,0,0,0,0,1,20260927,20261018
106461796186,0,0,0,0,0,0,1,20260628,20260705
100161926290,0,0,0,0,0,1,0,20260711,20261017
106462566291,0,0,0,0,0,0,1,20260913,20261018
100162976325,0,0,0,0,0,1,0,20261024,20261121
106263457179,1,1,1,1,1,0,0,20261211,20270628
106461796242,0,0,0,0,0,0,1,20260628,20260830
106461866242,0,0,0,0,0,0,1,20260705,20260830
106261876226,1,1,1,1,1,0,0,20260706,20260814
106262296247,1,1,1,1,1,0,0,20260817,20260904
101461826184,0,0,1,1,1,0,0,20260701,20260703
100461906197,0,0,0,1,0,0,0,20260709,20260716
103662046208,1,0,0,1,0,0,0,20260723,20260727
103262156215,1,0,0,0,0,0,0,20260803,20260803
102862236225,0,1,1,1,0,0,0,20260811,20260813
101262316232,0,0,1,1,0,0,0,20260819,20260820
106062366239,1,1,1,1,0,0,0,20260824,20260827
104662456250,1,0,1,1,1,0,0,20260902,20260907
100462536253,0,0,0,1,0,0,0,20260910,20260910
106262586264,1,1,1,1,1,0,0,20260915,20260921
105662716278,1,1,1,0,0,0,0,20260928,20261005
103662816285,1,0,0,1,0,0,0,20261008,20261012
100862876287,0,0,1,0,0,0,0,20261014,20261014
106262896300,1,1,1,1,1,0,0,20261016,20261027
103463036306,1,0,0,0,1,0,0,20261030,20261102
104663086313,1,0,1,1,1,0,0,20261104,20261109
106263156321,1,1,1,1,1,0,0,20261111,20261117
100263246324,0,0,0,0,1,0,0,20261120,20261120
106263286343,1,1,1,1,1,0,0,20261124,20261209
100461836183,0,0,0,1,0,0,0,20260702,20260702
100863296329,0,0,1,0,0,0,0,20261125,20261125
106561857179,0,0,0,0,0,1,1,20260704,20270628
106563257179,0,0,0,0,0,1,1,20261121,20270628
100162557179,0,0,0,0,0,1,0,20260912,20270628
106561926193,0,0,0,0,0,1,1,20260711,20260712
106561996242,0,0,0,0,0,1,1,20260718,20260830
106561996291,0,0,0,0,0,1,1,20260718,20261018
106461936193,0,0,0,0,0,0,1,20260712,20260712
106462006242,0,0,0,0,0,0,1,20260719,20260830
106463267179,0,0,0,0,0,0,1,20261122,20270628
100161996290,0,0,0,0,0,1,0,20260718,20261017
106562486249,0,0,0,0,0,1,1,20260905,20260906
206561796186,0,0,0,0,0,1,1,20260628,20260705
106561996214,0,0,0,0,0,1,1,20260718,20260802
106462006214,0,0,0,0,0,0,1,20260719,20260802
106462286242,0,0,0,0,0,0,1,20260816,20260830
100161996213,0,0,0,0,0,1,0,20260718,20260801
100162276325,0,0,0,0,0,1,0,20260815,20261121
212761796191,1,1,1,1,1,1,1,20260628,20260710
106562277179,0,0,0,0,0,1,1,20260815,20270628
106261946217,1,1,1,1,1,0,0,20260713,20260805
100662186219,0,0,0,1,1,0,0,20260806,20260807
106262226247,1,1,1,1,1,0,0,20260810,20260904
106261876218,1,1,1,1,1,0,0,20260706,20260806
206561796214,0,0,0,0,0,1,1,20260628,20260802
103261946194,1,0,0,0,0,0,0,20260713,20260713
106261956219,1,1,1,1,1,0,0,20260714,20260807
103262226222,1,0,0,0,0,0,0,20260810,20260810
106262236247,1,1,1,1,1,0,0,20260811,20260904
112470037179,1,1,1,1,0,0,1,20270103,20270628
105661806182,1,1,1,0,0,0,0,20260629,20260701
112761836193,1,1,1,1,1,1,1,20260702,20260712
106061946197,1,1,1,1,0,0,0,20260713,20260716
112761987179,1,1,1,1,1,1,1,20260717,20270628
112770017179,1,1,1,1,1,1,1,20270101,20270628
112762987179,1,1,1,1,1,1,1,20261025,20270628
112762906298,1,1,1,1,1,1,1,20261017,20261025
106562206221,0,0,0,0,0,1,1,20260808,20260809
106562276242,0,0,0,0,0,1,1,20260815,20260830
107070017179,0,0,0,1,1,0,1,20270101,20270628
105770027179,1,1,1,0,0,1,0,20270102,20270628
100162487179,0,0,0,0,0,1,0,20260905,20270628
106462497179,0,0,0,0,0,0,1,20260906,20270628
100262196219,0,0,0,0,1,0,0,20260807,20260807
212761796186,1,1,1,1,1,1,1,20260628,20260705
112761876242,1,1,1,1,1,1,1,20260706,20260830
112762436288,1,1,1,1,1,1,1,20260831,20261015
112763006365,1,1,1,1,1,1,1,20261027,20261231
112762906297,1,1,1,1,1,1,1,20261017,20261024
202161796185,0,1,0,1,0,1,0,20260628,20260704
102161886241,0,1,0,1,0,1,0,20260707,20260829
102162446288,0,1,0,1,0,1,0,20260901,20261015
102162906297,0,1,0,1,0,1,0,20261017,20261024
112670017179,1,1,1,1,1,0,1,20270101,20270628
106061876190,1,1,1,1,0,0,0,20260706,20260709
100261916191,0,0,0,0,1,0,0,20260710,20260710
106261946218,1,1,1,1,1,0,0,20260713,20260806
106262226240,1,1,1,1,1,0,0,20260810,20260828
206261796212,1,1,1,1,1,0,0,20260628,20260731
206561796207,0,0,0,0,0,1,1,20260628,20260726
200161796206,0,0,0,0,0,1,0,20260628,20260725
206461796207,0,0,0,0,0,0,1,20260628,20260726
112762137179,1,1,1,1,1,1,1,20260801,20270628
207461796186,0,0,1,0,1,0,1,20260628,20260705
107461896289,0,0,1,0,1,0,1,20260708,20261016
107462916298,0,0,1,0,1,0,1,20261018,20261025
200361796185,0,0,0,0,1,1,0,20260628,20260704
112461866239,1,1,1,1,0,0,1,20260705,20260827
100361916241,0,0,0,0,1,1,0,20260710,20260829
112462426246,1,1,1,1,0,0,1,20260830,20260903
100362476283,0,0,0,0,1,1,0,20260904,20261010
112462506288,1,1,1,1,0,0,1,20260907,20261015
100362896297,0,0,0,0,1,1,0,20261016,20261024
112462916298,1,1,1,1,0,0,1,20261018,20261025
112462996328,1,1,1,1,0,0,1,20261026,20261124
100363036360,0,0,0,0,1,1,0,20261030,20261226
100463586365,0,0,0,1,0,0,0,20261224,20261231
207061796186,0,0,0,1,1,0,1,20260628,20260705
100161856185,0,0,0,0,0,1,0,20260704,20260704
105761876192,1,1,1,0,0,1,0,20260706,20260711
107061906193,0,0,0,1,1,0,1,20260709,20260712
105661946196,1,1,1,0,0,0,0,20260713,20260715
100461976197,0,0,0,1,0,0,0,20260716,20260716
107061986242,0,0,0,1,1,0,1,20260717,20260830
105761996241,1,1,1,0,0,1,0,20260718,20260829
105762436364,1,1,1,0,0,1,0,20260831,20261230
107062466365,0,0,0,1,1,0,1,20260903,20261231
102163007179,0,1,0,1,0,1,0,20261027,20270628
212761796225,1,1,1,1,1,1,1,20260628,20260813
112762286288,1,1,1,1,1,1,1,20260816,20261015
112762896297,1,1,1,1,1,1,1,20261016,20261024
106661846186,0,0,0,0,1,0,1,20260703,20260705
100162206220,0,0,0,0,0,1,0,20260808,20260808
106462216221,0,0,0,0,0,0,1,20260809,20260809
100162276241,0,0,0,0,0,1,0,20260815,20260829
112761806211,1,1,1,1,1,1,1,20260629,20260730
212761796207,1,1,1,1,1,1,1,20260628,20260726
112762087179,1,1,1,1,1,1,1,20260727,20270628
212761796212,1,1,1,1,1,1,1,20260628,20260731
112762577179,1,1,1,1,1,1,1,20260914,20270628
206161796246,1,1,1,1,0,1,0,20260628,20260903
102962516255,0,1,1,1,0,1,0,20260908,20260912
206661796247,0,0,0,0,1,0,1,20260628,20260904
109862506256,1,0,0,0,1,0,1,20260907,20260913
207161796235,0,0,0,1,1,1,1,20260628,20260823
110362396243,1,0,0,1,1,1,1,20260827,20260831
112763207179,1,1,1,1,1,1,1,20261116,20270628
206561796249,0,0,0,0,0,1,1,20260628,20260906
206261796250,1,1,1,1,1,0,0,20260628,20260907
212761796305,1,1,1,1,1,1,1,20260628,20261101
112762916298,1,1,1,1,1,1,1,20261018,20261025
106261876217,1,1,1,1,1,0,0,20260706,20260805
107463017179,0,0,1,0,1,0,1,20261028,20270628
100370017179,0,0,0,0,1,1,0,20270101,20270628
112761876288,1,1,1,1,1,1,1,20260706,20261015
112762896298,1,1,1,1,1,1,1,20261016,20261025
112762996365,1,1,1,1,1,1,1,20261026,20261231
212661796184,1,1,1,1,1,0,1,20260628,20260703
112661866240,1,1,1,1,1,0,1,20260705,20260828
112662426247,1,1,1,1,1,0,1,20260830,20260904
100162486283,0,0,0,0,0,1,0,20260905,20261010
112662506288,1,1,1,1,1,0,1,20260907,20261015
112662896298,1,1,1,1,1,0,1,20261016,20261025
100162906297,0,0,0,0,0,1,0,20261017,20261024
112662996330,1,1,1,1,1,0,1,20261026,20261126
100163046360,0,0,0,0,0,1,0,20261031,20261226
100263316331,0,0,0,0,1,0,0,20261127,20261127
112663336365,1,1,1,1,1,0,1,20261129,20261231
106461936214,0,0,0,0,0,0,1,20260712,20260802
100162277179,0,0,0,0,0,1,0,20260815,20270628
106462287179,0,0,0,0,0,0,1,20260816,20270628
200161796213,0,0,0,0,0,1,0,20260628,20260801
106661796186,0,0,0,0,1,0,1,20260628,20260705
100161926213,0,0,0,0,0,1,0,20260711,20260801
106561926214,0,0,0,0,0,1,1,20260711,20260802
106461796214,0,0,0,0,0,0,1,20260628,20260802
205061796181,1,1,0,0,1,0,0,20260628,20260630
106061806183,1,1,1,1,0,0,0,20260629,20260702
106561937179,0,0,0,0,0,1,1,20260712,20270628
100170027179,0,0,0,0,0,1,0,20270102,20270628
112762227179,1,1,1,1,1,1,1,20260810,20270628
112761876219,1,1,1,1,1,1,1,20260706,20260807
112762226288,1,1,1,1,1,1,1,20260810,20261015
112762257179,1,1,1,1,1,1,1,20260813,20270628
112762226287,1,1,1,1,1,1,1,20260810,20261014
100361916213,0,0,0,0,1,1,0,20260710,20260801
100362196220,0,0,0,0,1,1,0,20260807,20260808
112762267179,1,1,1,1,1,1,1,20260814,20270628
107161836186,0,0,0,1,1,1,1,20260702,20260705
112761876193,1,1,1,1,1,1,1,20260706,20260712
112761986219,1,1,1,1,1,1,1,20260717,20260807
112762226365,1,1,1,1,1,1,1,20260810,20261231
106062086211,1,1,1,1,0,0,0,20260727,20260730
112762126221,1,1,1,1,1,1,1,20260731,20260809
106062226225,1,1,1,1,0,0,0,20260810,20260813
100362267179,0,0,0,0,1,1,0,20260814,20270628
212761796205,1,1,1,1,1,1,1,20260628,20260724
112162066210,1,1,1,0,0,1,1,20260725,20260729
112762116219,1,1,1,1,1,1,1,20260730,20260807
112162206224,1,1,1,0,0,1,1,20260808,20260812
106261946240,1,1,1,1,1,0,0,20260713,20260828
106562276249,0,0,0,0,0,1,1,20260815,20260906
112761837179,1,1,1,1,1,1,1,20260702,20270628
106261876198,1,1,1,1,1,0,0,20260706,20260717
106262016247,1,1,1,1,1,0,0,20260720,20260904
211561796181,1,1,0,0,1,1,1,20260628,20260630
106262296240,1,1,1,1,1,0,0,20260817,20260828
112761797179,1,1,1,1,1,1,1,20260628,20270628
212761796181,1,1,1,1,1,1,1,20260628,20260630
112761817179,1,1,1,1,1,1,1,20260630,20270628
103261806180,1,0,0,0,0,0,0,20260629,20260629
106561797179,0,0,0,0,0,1,1,20260628,20270628
206261796195,1,1,1,1,1,0,0,20260628,20260714
100861966196,0,0,1,0,0,0,0,20260715,20260715
106261976285,1,1,1,1,1,0,0,20260716,20261012
206761796186,0,0,0,0,1,1,1,20260628,20260705
